Event,Event type,Total Amount of IHEC Entries,Amount Segments total,Amount Significant Segments Spearman,Upstream,Overlapping Upstream Adjacent,Overlapping Upstream Adjacent + RoI,Overlapping Total Up-Down,Overlapping Downstream Adjacent + RoI,Overlapping Downstream Adjacent,Downstream,Overlap General,Significant Segments Spearman,Class,Rest,Sum
000000000000513_ENSG00000167703.14_SE:chr17:1586051-1586949:1586960-1590802:-_H3K36me3.txt,SE,289,36,34,11,6,0,1,0,16,0,0,"['chr17:1584449-1584598', 'chr17:1584599-1584658', 'chr17:1584659-1584748', 'chr17:1584749-1584898', 'chr17:1584899-1585048', 'chr17:1585049-1585198', 'chr17:1585199-1585348', 'chr17:1585349-1585498', 'chr17:1585499-1585648', 'chr17:1585649-1585798', 'chr17:1585799-1585948', 'chr17:1585949-1586098', 'chr17:1586099-1586248', 'chr17:1586249-1586398', 'chr17:1586399-1586548', 'chr17:1586549-1586698', 'chr17:1586699-1586848', 'chr17:1586849-1586998', 'chr17:1586999-1587148', 'chr17:1587449-1587598', 'chr17:1587599-1587748', 'chr17:1587749-1587898', 'chr17:1587899-1588048', 'chr17:1588049-1588198', 'chr17:1588199-1588348', 'chr17:1588349-1588498', 'chr17:1588499-1588648', 'chr17:1588649-1588728', 'chr17:1588729-1588798', 'chr17:1588799-1588948', 'chr17:1588949-1589098', 'chr17:1589099-1589248', 'chr17:1589249-1589398', 'chr17:1589399-1589460']",H3K36me3,0.0,34.0
000000000000585_ENSG00000181350.11_SE:chr17:16444131-16447845:16447960-16462258:-_H3K36me3.txt,SE,113,40,5,0,3,0,0,0,2,0,0,"['chr17:16445645-16445794', 'chr17:16445795-16445944', 'chr17:16446245-16446394', 'chr17:16448645-16448794', 'chr17:16449395-16449544']",H3K36me3,0.0,5.0
000000000000546_ENSG00000171735.18_SE:chr1:7752533-7755638:7755668-7766459:+_H3K36me3.txt,SE,83,36,4,0,3,0,0,0,1,0,0,"['chr1:7754788-7754937', 'chr1:7755308-7755387', 'chr1:7755388-7755537', 'chr1:7756438-7756587']",H3K36me3,0.0,4.0
000000000000086_ENSG00000089351.14_SE:chr19:35009329-35009423:35009443-35009888:+_H3K36me3.txt,SE,341,35,31,16,0,0,1,0,3,11,0,"['chr19:35006923-35007072', 'chr19:35007073-35007222', 'chr19:35007223-35007372', 'chr19:35007373-35007522', 'chr19:35007523-35007672', 'chr19:35007673-35007822', 'chr19:35007823-35007892', 'chr19:35007893-35007972', 'chr19:35007973-35008122', 'chr19:35008273-35008422', 'chr19:35008423-35008572', 'chr19:35008573-35008722', 'chr19:35008723-35008872', 'chr19:35008873-35009022', 'chr19:35009023-35009172', 'chr19:35009173-35009322', 'chr19:35009323-35009472', 'chr19:35009473-35009622', 'chr19:35009623-35009772', 'chr19:35009773-35009922', 'chr19:35009923-35010072', 'chr19:35010073-35010222', 'chr19:35010223-35010372', 'chr19:35010373-35010522', 'chr19:35010523-35010672', 'chr19:35010673-35010822', 'chr19:35010823-35010972', 'chr19:35010973-35011122', 'chr19:35011123-35011272', 'chr19:35011573-35011722', 'chr19:35011723-35011872']",H3K36me3,0.0,31.0
000000000000183_ENSG00000110442.11_SE:chr11:36278616-36280712:36280837-36289362:-_H3K36me3.txt,SE,342,36,28,2,15,1,0,1,9,0,0,"['chr11:36278212-36278361', 'chr11:36278362-36278511', 'chr11:36278512-36278661', 'chr11:36278662-36278811', 'chr11:36278812-36278961', 'chr11:36278962-36279111', 'chr11:36279112-36279261', 'chr11:36279262-36279411', 'chr11:36279412-36279561', 'chr11:36279562-36279711', 'chr11:36279712-36279861', 'chr11:36279862-36279961', 'chr11:36279962-36280011', 'chr11:36280012-36280161', 'chr11:36280162-36280311', 'chr11:36280312-36280461', 'chr11:36280462-36280611', 'chr11:36280612-36280761', 'chr11:36280762-36280911', 'chr11:36280912-36281061', 'chr11:36281062-36281211', 'chr11:36281212-36281361', 'chr11:36281362-36281511', 'chr11:36281512-36281661', 'chr11:36282712-36282861', 'chr11:36282862-36283011', 'chr11:36283012-36283161', 'chr11:36283162-36283311']",H3K36me3,0.0,28.0
000000000000009_ENSG00000005379.16_SE:chr17:58302447-58304338:58304399-58305061:-_H3K36me3.txt,SE,227,34,20,1,7,1,0,1,3,7,0,"['chr17:58301838-58301987', 'chr17:58302438-58302587', 'chr17:58302588-58302737', 'chr17:58302738-58302887', 'chr17:58302888-58303037', 'chr17:58303038-58303187', 'chr17:58303488-58303637', 'chr17:58303788-58303937', 'chr17:58304238-58304387', 'chr17:58304388-58304537', 'chr17:58304538-58304687', 'chr17:58304688-58304837', 'chr17:58304988-58305137', 'chr17:58305138-58305287', 'chr17:58305288-58305437', 'chr17:58305438-58305587', 'chr17:58305588-58305737', 'chr17:58306488-58306637', 'chr17:58306638-58306787', 'chr17:58306788-58306899']",H3K36me3,0.0,20.0
000000000000033_ENSG00000038532.15_SE:chr16:11166552-11174154:11174277-11178335:+_H3K36me3.txt,SE,315,35,2,0,1,0,0,0,1,0,0,"['chr16:11172254-11172403', 'chr16:11176454-11176603']",H3K36me3,0.0,2.0
000000000000653_ENSG00000198492.15_SE:chr1:28737147-28737658:28737682-28738259:+_H3K36me3.txt,SE,358,35,6,4,1,0,0,0,1,0,0,"['chr1:28735158-28735307', 'chr1:28735308-28735457', 'chr1:28735458-28735607', 'chr1:28735908-28736057', 'chr1:28737108-28737257', 'chr1:28738158-28738307']",H3K36me3,0.0,6.0
000000000000383_ENSG00000148308.17_SE:chr9:133054809-133054944:133054964-133056012:+_H3K36me3.txt,SE,351,35,30,16,1,0,1,0,7,5,0,"['chr9:133052444-133052593', 'chr9:133052594-133052743', 'chr9:133052744-133052823', 'chr9:133052824-133052893', 'chr9:133052894-133053043', 'chr9:133053044-133053193', 'chr9:133053194-133053343', 'chr9:133053344-133053493', 'chr9:133053494-133053643', 'chr9:133053644-133053793', 'chr9:133053794-133053943', 'chr9:133053944-133054093', 'chr9:133054094-133054243', 'chr9:133054244-133054393', 'chr9:133054394-133054543', 'chr9:133054544-133054693', 'chr9:133054694-133054843', 'chr9:133054844-133054993', 'chr9:133054994-133055143', 'chr9:133055144-133055293', 'chr9:133055294-133055443', 'chr9:133055444-133055593', 'chr9:133055594-133055743', 'chr9:133055744-133055893', 'chr9:133055894-133056043', 'chr9:133056044-133056193', 'chr9:133056194-133056343', 'chr9:133056344-133056493', 'chr9:133056494-133056643', 'chr9:133056794-133056943']",H3K36me3,0.0,30.0
000000000000668_ENSG00000205189.11_RI:chr8:80518403:80518438-80518511:80518579:+_H3K36me3.txt,RI,305,34,9,4,0,0,0,0,0,5,0,"['chr8:80516538-80516687', 'chr8:80516688-80516837', 'chr8:80516838-80516987', 'chr8:80517288-80517437', 'chr8:80518638-80518787', 'chr8:80519088-80519237', 'chr8:80519238-80519387', 'chr8:80519538-80519687', 'chr8:80519988-80520137']",H3K36me3,0.0,9.0
000000000000288_ENSG00000134323.11_SE:chr2:15940743-15941948:15942854-15945493:+_H3K36me3.txt,SE,101,44,23,0,4,1,0,1,11,0,6,"['chr2:15940798-15940947', 'chr2:15941248-15941397', 'chr2:15941698-15941787', 'chr2:15941788-15941847', 'chr2:15941848-15941997', 'chr2:15941998-15942147', 'chr2:15942148-15942297', 'chr2:15942298-15942447', 'chr2:15942448-15942597', 'chr2:15942598-15942657', 'chr2:15942658-15942747', 'chr2:15942748-15942897', 'chr2:15942898-15943007', 'chr2:15943008-15943047', 'chr2:15943048-15943197', 'chr2:15943198-15943347', 'chr2:15943348-15943437', 'chr2:15943438-15943497', 'chr2:15943498-15943647', 'chr2:15943648-15943797', 'chr2:15943798-15943947', 'chr2:15943948-15944097', 'chr2:15944098-15944247']",H3K36me3,0.0,17.0
000000000000552_ENSG00000173200.12_SE:chr3:122621611-122626827:122627033-122632086:+_H3K36me3.txt,SE,156,35,1,0,1,0,0,0,0,0,0,['chr3:122625527-122625676'],H3K36me3,0.0,1.0
000000000000066_ENSG00000077157.21_SE:chr1:202442572-202445046:202445228-202448989:+_H3K36me3.txt,SE,242,35,17,0,5,1,0,1,10,0,0,"['chr1:202442546-202442695', 'chr1:202442696-202442845', 'chr1:202443146-202443295', 'chr1:202444196-202444345', 'chr1:202444346-202444495', 'chr1:202444946-202445095', 'chr1:202445096-202445245', 'chr1:202445246-202445395', 'chr1:202445396-202445545', 'chr1:202445546-202445695', 'chr1:202445696-202445845', 'chr1:202445846-202445995', 'chr1:202446446-202446595', 'chr1:202446596-202446745', 'chr1:202446746-202446895', 'chr1:202447496-202447645', 'chr1:202447646-202447728']",H3K36me3,0.0,17.0
000000000000209_ENSG00000115568.15_SE:chr2:218650526-218651701:218652300-218656150:-_H3K36me3.txt,SE,299,38,31,7,6,1,0,1,13,0,3,"['chr2:218649201-218649350', 'chr2:218649351-218649500', 'chr2:218649501-218649650', 'chr2:218649651-218649800', 'chr2:218649801-218649950', 'chr2:218649951-218650100', 'chr2:218650101-218650250', 'chr2:218650551-218650700', 'chr2:218650701-218650850', 'chr2:218650851-218651000', 'chr2:218651001-218651150', 'chr2:218651151-218651300', 'chr2:218651301-218651450', 'chr2:218651601-218651750', 'chr2:218651751-218651900', 'chr2:218651901-218652050', 'chr2:218652051-218652200', 'chr2:218652201-218652350', 'chr2:218652351-218652500', 'chr2:218652501-218652650', 'chr2:218652651-218652800', 'chr2:218652801-218652950', 'chr2:218652951-218653100', 'chr2:218653551-218653700', 'chr2:218653701-218653850', 'chr2:218653851-218654000', 'chr2:218654001-218654150', 'chr2:218654151-218654300', 'chr2:218654301-218654450', 'chr2:218654601-218654750', 'chr2:218654751-218654800']",H3K36me3,0.0,28.0
000000000000350_ENSG00000142949.16_SE:chr1:43609498-43612768:43612800-43613618:+_H3K36me3.txt,SE,170,34,0,0,0,0,0,0,0,0,0,[],H3K36me3,0.0,0.0
000000000000680_ENSG00000243566.6_SE:chr7:76511882-76513084:76513163-76513947:+_H3K36me3.txt,SE,48,50,13,3,5,0,0,1,1,3,0,"['chr7:76511484-76511523', 'chr7:76511524-76511633', 'chr7:76511784-76511843', 'chr7:76511844-76511933', 'chr7:76512534-76512593', 'chr7:76512684-76512773', 'chr7:76512774-76512833', 'chr7:76512834-76512883', 'chr7:76513134-76513283', 'chr7:76513284-76513433', 'chr7:76515444-76515533', 'chr7:76515534-76515623', 'chr7:76515624-76515663']",H3K36me3,0.0,13.0
000000000000671_ENSG00000214435.7_RI:chr10:102890544:102890654-102890656:102890678:+_H3K36me3.txt,RI,131,35,18,9,1,0,1,0,0,7,0,"['chr10:102888154-102888303', 'chr10:102888304-102888453', 'chr10:102888604-102888753', 'chr10:102888754-102888833', 'chr10:102888834-102888903', 'chr10:102888904-102889053', 'chr10:102889204-102889353', 'chr10:102889354-102889503', 'chr10:102890254-102890403', 'chr10:102890404-102890553', 'chr10:102890554-102890703', 'chr10:102891454-102891603', 'chr10:102892054-102892203', 'chr10:102892204-102892353', 'chr10:102892354-102892503', 'chr10:102892504-102892653', 'chr10:102892954-102893103', 'chr10:102893104-102893156']",H3K36me3,0.0,18.0
000000000000594_ENSG00000183647.10_SE:chr19:57600134-57600728:57600779-57604277:+_H3K36me3.txt,SE,120,34,12,1,1,0,0,0,10,0,0,"['chr19:57598228-57598377', 'chr19:57600178-57600327', 'chr19:57600928-57601077', 'chr19:57601078-57601227', 'chr19:57601378-57601527', 'chr19:57601528-57601677', 'chr19:57601678-57601827', 'chr19:57601978-57602127', 'chr19:57602128-57602277', 'chr19:57602278-57602427', 'chr19:57602428-57602577', 'chr19:57602578-57602727']",H3K36me3,0.0,12.0
000000000000076_ENSG00000083799.17_SE:chr16:50754424-50775166:50775174-50776179:+_H3K36me3.txt,SE,357,34,13,0,10,0,1,0,1,1,0,"['chr16:50772666-50772815', 'chr16:50772816-50772965', 'chr16:50772966-50773115', 'chr16:50773116-50773265', 'chr16:50773266-50773415', 'chr16:50773416-50773565', 'chr16:50773566-50773715', 'chr16:50773716-50773865', 'chr16:50773866-50774015', 'chr16:50774016-50774165', 'chr16:50775066-50775215', 'chr16:50776116-50776265', 'chr16:50777166-50777315']",H3K36me3,0.0,13.0
000000000000362_ENSG00000144488.14_SE:chr2:238107973-238116903:238117034-238125270:+_H3K36me3.txt,SE,9,49,3,0,3,0,0,0,0,0,0,"['chr2:238115723-238115752', 'chr2:238116163-238116202', 'chr2:238116203-238116242']",H3K36me3,0.0,3.0
000000000000640_ENSG00000197362.14_SE:chr7:149074538-149080591:149080717-149090623:-_H3K36me3.txt,SE,237,35,14,0,5,1,0,1,7,0,0,"['chr7:149078241-149078390', 'chr7:149078541-149078690', 'chr7:149079441-149079590', 'chr7:149080191-149080340', 'chr7:149080341-149080490', 'chr7:149080491-149080640', 'chr7:149080641-149080790', 'chr7:149080791-149080940', 'chr7:149080941-149081090', 'chr7:149081391-149081540', 'chr7:149082441-149082590', 'chr7:149082591-149082740', 'chr7:149082741-149082890', 'chr7:149082891-149083040']",H3K36me3,0.0,14.0
000000000000581_ENSG00000178690.3_SE:chr18:54591339-54594939:54595103-54597813:+_H3K36me3.txt,SE,5,88,3,0,0,0,0,0,3,0,0,"['chr18:54595139-54595178', 'chr18:54595829-54595888', 'chr18:54597409-54597448']",H3K36me3,0.0,3.0
000000000000171_ENSG00000108509.20_SE:chr17:4969337-4969500:4969520-4969630:-_H3K36me3.txt,SE,281,34,29,10,1,0,1,0,1,16,0,"['chr17:4967600-4967749', 'chr17:4967900-4968049', 'chr17:4968050-4968199', 'chr17:4968200-4968349', 'chr17:4968350-4968499', 'chr17:4968500-4968649', 'chr17:4968650-4968799', 'chr17:4968800-4968949', 'chr17:4968950-4969099', 'chr17:4969100-4969249', 'chr17:4969250-4969399', 'chr17:4969400-4969549', 'chr17:4969550-4969699', 'chr17:4969700-4969849', 'chr17:4969850-4969999', 'chr17:4970000-4970149', 'chr17:4970150-4970299', 'chr17:4970300-4970449', 'chr17:4970450-4970599', 'chr17:4970600-4970749', 'chr17:4970750-4970899', 'chr17:4970900-4971049', 'chr17:4971050-4971199', 'chr17:4971200-4971349', 'chr17:4971350-4971499', 'chr17:4971500-4971649', 'chr17:4971650-4971799', 'chr17:4971800-4971949', 'chr17:4971950-4972020']",H3K36me3,0.0,29.0
000000000000110_ENSG00000100523.14_SE:chr14:53046949-53051844:53051927-53054438:-_H3K36me3.txt,SE,286,34,0,0,0,0,0,0,0,0,0,[],H3K36me3,0.0,0.0
000000000000441_ENSG00000160145.15_SE:chr3:124633953-124637208:124637303-124650808:+_H3K36me3.txt,SE,101,34,1,0,0,0,0,0,1,0,0,['chr3:124638608-124638757'],H3K36me3,0.0,1.0
000000000000560_ENSG00000174611.11_SE:chr3:134629695-134643316:134643378-134647435:-_H3K36me3.txt,SE,22,39,5,0,1,0,0,0,4,0,0,"['chr3:134642016-134642165', 'chr3:134643816-134643965', 'chr3:134643966-134644115', 'chr3:134644416-134644565', 'chr3:134644716-134644865']",H3K36me3,0.0,5.0
000000000000333_ENSG00000139636.15_SE:chr12:49097739-49097944:49098105-49100388:-_H3K36me3.txt,SE,320,35,2,1,0,0,0,0,1,0,0,"['chr12:49096194-49096343', 'chr12:49099644-49099793']",H3K36me3,0.0,2.0
000000000000185_ENSG00000110841.13_SE:chr12:27676599-27677064:27677096-27679489:+_H3K36me3.txt,SE,231,34,27,13,2,0,0,0,12,0,0,"['chr12:27674564-27674713', 'chr12:27674714-27674863', 'chr12:27674864-27675013', 'chr12:27675014-27675163', 'chr12:27675164-27675313', 'chr12:27675314-27675463', 'chr12:27675464-27675613', 'chr12:27675614-27675763', 'chr12:27675764-27675913', 'chr12:27675914-27676063', 'chr12:27676064-27676213', 'chr12:27676214-27676363', 'chr12:27676364-27676513', 'chr12:27676514-27676663', 'chr12:27676664-27676813', 'chr12:27677114-27677263', 'chr12:27677564-27677713', 'chr12:27677714-27677863', 'chr12:27677864-27678013', 'chr12:27678014-27678163', 'chr12:27678164-27678313', 'chr12:27678314-27678463', 'chr12:27678764-27678913', 'chr12:27678914-27679063', 'chr12:27679064-27679213', 'chr12:27679214-27679363', 'chr12:27679364-27679513']",H3K36me3,0.0,27.0
000000000000681_ENSG00000257103.8_SE:chr19:34221738-34226408:34226464-34227365:+_H3K36me3.txt,SE,358,34,18,0,4,1,0,0,4,9,0,"['chr19:34223908-34224057', 'chr19:34225408-34225557', 'chr19:34225558-34225707', 'chr19:34225708-34225857', 'chr19:34226308-34226457', 'chr19:34226758-34226907', 'chr19:34226908-34227057', 'chr19:34227208-34227357', 'chr19:34227358-34227507', 'chr19:34227508-34227657', 'chr19:34227658-34227807', 'chr19:34227808-34227957', 'chr19:34227958-34228107', 'chr19:34228108-34228257', 'chr19:34228258-34228407', 'chr19:34228408-34228557', 'chr19:34228558-34228707', 'chr19:34228708-34228857']",H3K36me3,0.0,18.0
000000000000220_ENSG00000119630.13_SE:chr14:74942733-74946213:74946275-74946379:-_H3K36me3.txt,SE,105,34,32,0,14,1,0,1,0,16,0,"['chr14:74943713-74943862', 'chr14:74943863-74944012', 'chr14:74944013-74944162', 'chr14:74944163-74944312', 'chr14:74944313-74944462', 'chr14:74944463-74944612', 'chr14:74944613-74944762', 'chr14:74944763-74944912', 'chr14:74945063-74945212', 'chr14:74945213-74945362', 'chr14:74945513-74945662', 'chr14:74945663-74945812', 'chr14:74945813-74945962', 'chr14:74945963-74946112', 'chr14:74946113-74946262', 'chr14:74946263-74946412', 'chr14:74946413-74946562', 'chr14:74946563-74946712', 'chr14:74946713-74946862', 'chr14:74946863-74947012', 'chr14:74947013-74947162', 'chr14:74947163-74947312', 'chr14:74947313-74947462', 'chr14:74947463-74947612', 'chr14:74947613-74947762', 'chr14:74947763-74947912', 'chr14:74947913-74948062', 'chr14:74948063-74948212', 'chr14:74948213-74948362', 'chr14:74948363-74948512', 'chr14:74948513-74948662', 'chr14:74948663-74948775']",H3K36me3,0.0,32.0
000000000000478_ENSG00000164346.9_SE:chr5:74770810-74773868:74774060-74776604:+_H3K36me3.txt,SE,339,35,20,0,7,1,0,1,11,0,0,"['chr5:74771368-74771517', 'chr5:74771968-74772117', 'chr5:74772418-74772567', 'chr5:74772568-74772717', 'chr5:74772718-74772867', 'chr5:74772868-74773017', 'chr5:74773018-74773167', 'chr5:74773768-74773917', 'chr5:74773918-74774067', 'chr5:74774068-74774217', 'chr5:74774218-74774367', 'chr5:74774518-74774667', 'chr5:74774668-74774817', 'chr5:74774818-74774967', 'chr5:74775118-74775267', 'chr5:74775268-74775417', 'chr5:74775718-74775867', 'chr5:74775868-74776017', 'chr5:74776018-74776167', 'chr5:74776468-74776560']",H3K36me3,0.0,20.0
000000000000406_ENSG00000151914.19_SE:chr6:56466195-56468982:56468999-56469883:-_H3K36me3.txt,SE,241,34,32,0,14,0,1,0,6,11,0,"['chr6:56466482-56466631', 'chr6:56466632-56466781', 'chr6:56466782-56466931', 'chr6:56466932-56467081', 'chr6:56467082-56467231', 'chr6:56467232-56467381', 'chr6:56467382-56467531', 'chr6:56467532-56467681', 'chr6:56467682-56467831', 'chr6:56467832-56467981', 'chr6:56467982-56468131', 'chr6:56468132-56468281', 'chr6:56468282-56468431', 'chr6:56468582-56468731', 'chr6:56468882-56469031', 'chr6:56469032-56469181', 'chr6:56469182-56469331', 'chr6:56469332-56469481', 'chr6:56469482-56469631', 'chr6:56469632-56469781', 'chr6:56469782-56469931', 'chr6:56469932-56470081', 'chr6:56470082-56470231', 'chr6:56470232-56470381', 'chr6:56470382-56470531', 'chr6:56470532-56470681', 'chr6:56470682-56470831', 'chr6:56470832-56470981', 'chr6:56470982-56471131', 'chr6:56471132-56471281', 'chr6:56471282-56471431', 'chr6:56471432-56471499']",H3K36me3,0.0,32.0
000000000000424_ENSG00000154813.9_SE:chr3:16260829-16264155:16264229-16264769:-_H3K36me3.txt,SE,344,34,9,0,3,1,0,1,0,4,0,"['chr3:16261655-16261804', 'chr3:16263755-16263904', 'chr3:16263905-16264054', 'chr3:16264055-16264204', 'chr3:16264205-16264354', 'chr3:16265705-16265854', 'chr3:16265855-16266004', 'chr3:16266005-16266154', 'chr3:16266155-16266304']",H3K36me3,0.0,9.0
000000000000636_ENSG00000196586.13_SE:chr6:75908627-75911672:75911698-75914063:+_H3K36me3.txt,SE,204,35,21,0,8,0,1,0,12,0,0,"['chr6:75909172-75909321', 'chr6:75909322-75909471', 'chr6:75910222-75910371', 'chr6:75910672-75910821', 'chr6:75910972-75911121', 'chr6:75911122-75911271', 'chr6:75911272-75911421', 'chr6:75911422-75911571', 'chr6:75911572-75911721', 'chr6:75911722-75911871', 'chr6:75911872-75912021', 'chr6:75912022-75912171', 'chr6:75912322-75912471', 'chr6:75912472-75912621', 'chr6:75912622-75912771', 'chr6:75912772-75912921', 'chr6:75913222-75913371', 'chr6:75913372-75913521', 'chr6:75913522-75913671', 'chr6:75913672-75913821', 'chr6:75913822-75913971']",H3K36me3,0.0,21.0
000000000000538_ENSG00000170310.14_SE:chr17:9557528-9568371:9568470-9575792:-_H3K36me3.txt,SE,350,34,15,0,5,0,0,1,9,0,0,"['chr17:9566021-9566170', 'chr17:9566171-9566320', 'chr17:9566321-9566470', 'chr17:9566471-9566620', 'chr17:9567821-9567970', 'chr17:9568421-9568570', 'chr17:9568721-9568870', 'chr17:9568871-9569020', 'chr17:9569021-9569170', 'chr17:9569171-9569320', 'chr17:9569321-9569470', 'chr17:9569471-9569620', 'chr17:9569621-9569770', 'chr17:9569921-9570070', 'chr17:9570821-9570970']",H3K36me3,0.0,15.0
000000000000325_ENSG00000138795.9_SE:chr4:108079614-108081586:108081669-108083356:-_H3K36me3.txt,SE,141,34,1,1,0,0,0,0,0,0,0,['chr4:108079236-108079385'],H3K36me3,0.0,1.0
000000000000282_ENSG00000133110.14_SE:chr13:37564560-37569300:37569383-37569744:-_H3K36me3.txt,SE,106,36,6,0,6,0,0,0,0,0,0,"['chr13:37567020-37567099', 'chr13:37567100-37567249', 'chr13:37567250-37567309', 'chr13:37568300-37568449', 'chr13:37568600-37568749', 'chr13:37568750-37568899']",H3K36me3,0.0,6.0
000000000000382_ENSG00000148290.9_SE:chr9:133354957-133356269:133356320-133356400:-_H3K36me3.txt,SE,355,34,19,7,3,1,0,1,0,7,0,"['chr9:133353769-133353918', 'chr9:133353919-133354068', 'chr9:133354069-133354218', 'chr9:133354219-133354368', 'chr9:133354369-133354518', 'chr9:133354519-133354668', 'chr9:133354669-133354818', 'chr9:133354819-133354968', 'chr9:133354969-133355118', 'chr9:133355119-133355268', 'chr9:133356169-133356318', 'chr9:133356319-133356468', 'chr9:133357819-133357968', 'chr9:133357969-133358118', 'chr9:133358119-133358268', 'chr9:133358269-133358418', 'chr9:133358419-133358568', 'chr9:133358569-133358718', 'chr9:133358719-133358820']",H3K36me3,0.0,19.0
000000000000026_ENSG00000025156.12_SE:chr6:122423686-122427903:122427956-122431430:+_H3K36me3.txt,SE,312,34,13,0,8,0,0,0,5,0,0,"['chr6:122425403-122425552', 'chr6:122425553-122425702', 'chr6:122425703-122425852', 'chr6:122425853-122426002', 'chr6:122426003-122426152', 'chr6:122426603-122426752', 'chr6:122426903-122427052', 'chr6:122427053-122427202', 'chr6:122428853-122429002', 'chr6:122429003-122429152', 'chr6:122429153-122429302', 'chr6:122429303-122429452', 'chr6:122429603-122429752']",H3K36me3,0.0,13.0
